domain,logo_url,logo_path,phash
mazda-autohaus-kaschmieder-waren.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,logos/mazda-autohaus-kaschmieder-waren.de.png,f572004d4f333d6c
zkteco.vn,https://new-website-file.s3.ap-southeast-1.amazonaws.com/images/20211210/180197e5dfdfeee4e74ac04365df3b65.png,logos/zkteco.vn.png,956e6a91956e6a91
allianz.nl,https://allianz.nl/content/dam/onemarketing/system/favicon/AZ_Logo_eagle.png/_jcr_content/renditions/cq5dam.web.180.180.png,logos/allianz.nl.png,c64c40939bb3db39
berlitz-augsburg.de,https://berlitz-augsburg.de/favicon-32x32.png?v=fcd950397bfa61c77660b2c9c5639602,logos/berlitz-augsburg.de.png,ce61719e92c99e64
intertongn.es,https://intertongn.es/wp-content/uploads/2019/07/cropped-interton-favicom-100x100.jpg,logos/intertongn.es.png,e6649933cc8c33ce
bmw-motorrad-euromotos-lyon.fr,https://bmw-motorrad-euromotos-lyon.fr/img/favicon.ico?1669278719,logos/bmw-motorrad-euromotos-lyon.fr.png,c53b4be46a906ccd
rsmpoland.pl,https://www.rsmpoland.pl/themes/custom/rsm_poland/images/favicons/favicon.ico,logos/rsmpoland.pl.png,e63939393939191d
esseskincare.sg,https://esseskincare.sg/wp-content/uploads/2024/09/esse_logo_darker2.png,logos/esseskincare.sg.png,f46b0a1477e1fca0
secureparkinghi.com,https://www.secureparkinghi.com/wp-content/uploads/2021/10/Favicon.png,logos/secureparkinghi.com.png,cfcb309e34353465
bauder.lt,https://bauder.lt/favicon.ico,logos/bauder.lt.png,f0d58795f02a7878
mazda-autohaus-lackmann-sendenhorst.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,logos/mazda-autohaus-lackmann-sendenhorst.de.png,f572004d4f333d6c
menicon.de,https://menicon.de/favicon.ico,logos/menicon.de.png,951f47ee8f8115b0
linde-gas.fi,https://linde-gas.fi/favicon.ico,logos/linde-gas.fi.png,8c3972c68d39d366
mateco.nl,https://mateco.nl/fileadmin/shared/img/favicon.ico,logos/mateco.nl.png,fa788183567c6b68
svnefird.com,https://svnefird.com/wp-content/uploads/2024/01/cropped-SVN-Efird-Favicon-32x32.png,logos/svnefird.com.png,cb1c7cf123c2b60e
svntrinity.com,https://svntrinity.com/wp-content/uploads/2019/06/svnicon.png,logos/svntrinity.com.png,ca2c55bf4a9525d2
orient-food.sk,https://orient-food.sk/favicon.ico,logos/orient-food.sk.png,e195d05e85729769
williamblairfunds.com,https://williamblairfunds.com/SiteFiles/live/images/icons/cropped-android-chrome-512x512-32x32.png,logos/williamblairfunds.com.png,cb2e60c13fb9862e
mazda-autohaus-roessel-birkenau.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,logos/mazda-autohaus-roessel-birkenau.de.png,f572004d4f333d6c
aamcodelran.com,https://aamcodelran.com/images/IconAAMCOnew.ico,logos/aamcodelran.com.png,c1b16e4e313bd4e4
mazda-poznan-voyager.pl,https://mazda-poznan-voyager.pl/Themes/templateTheme/images/favicon/apple-touch-icon.png,logos/mazda-poznan-voyager.pl.png,eac995164a699da6
kapanfastigheter.se,https://kapanfastigheter.se/wp-content/uploads/2023/06/cropped-favicon.png,logos/kapanfastigheter.se.png,d4580b2b2ad176f6
mazda-autohaus-wassing-ahaus-wuellen.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,logos/mazda-autohaus-wassing-ahaus-wuellen.de.png,f572004d4f333d6c
rheine.schule,https://rheine.schule/wp-content/uploads/2017/07/cropped-Logo-Stadt-Rheine-Leben-an-der-Ems-in-Farbe-32x32.jpg,logos/rheine.schule.png,f47a2aa8a19595d5
bioderma.co.za,https://bioderma.co.za/themes/custom/bioderma_theme/favicon.ico,logos/bioderma.co.za.png,bc36c3c9c326cd89
linexps.com,https://images.squarespace-cdn.com/content/v1/5fd92ad7ab943321efbb1f5f/1608229260341-1MIHZY9GERKI3I7RC8AR/favicon.ico?format=100w,logos/linexps.com.png,92e04d1f3ae06cdb
kalyanmachines.com,"https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_32,h_32/https://www.kalyanmachines.com/wp-content/uploads/2024/01/cropped-Artboard-1-32x32.png",logos/kalyanmachines.com.png,b43447699ec69999
kia-suedmobile-radolfzell.de,https://kia-suedmobile-radolfzell.de/etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/rbr-fav.ico,logos/kia-suedmobile-radolfzell.de.png,b2d2cd2d12d2e52d
renaultsanzhispano.es,https://renaultsanzhispano.es/wp-content/uploads/2024/05/cropped-favicon-32x32.png,logos/renaultsanzhispano.es.png,9e93799967642664
avia.ch,https://avia.ch/apple-touch-icon-57x57.png,logos/avia.ch.png,efc4843a933b2ec4
cdviberica.com,https://www.cdviberica.com/wp-content/uploads/sites/11/2021/12/cropped-CDVI_Logo_Icon_Blue-300x300.png,logos/cdviberica.com.png,857456885c8fe727
wurth.co,https://wurth.co/favicon.png,logos/wurth.co.png,82a02a8a282a8088
ibc-solar.pl,https://ibc-solar.pl/config/Resources/favicons/apple-touch-icon.png,logos/ibc-solar.pl.png,bf3cc0c1c136b696
toyotanatas.com.tr,https://toyotanatas.com.tr/Assets/img/apple-touch-icon.png,logos/toyotanatas.com.tr.png,ee3c91c30e3c3996
mazda-autohaus-henseler-schwedt.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,logos/mazda-autohaus-henseler-schwedt.de.png,f572004d4f333d6c
aamcobloomfield.com,https://aamcobloomfield.com/images/IconAAMCOnew.ico,logos/aamcobloomfield.com.png,c1b16e4e313bd4e4
zalando.dk,https://mosaic01.ztat.net/zds/assets/favicon/zalando-app-touch-icon-180-lagom-v2.png,logos/zalando.dk.png,b132cecf6cc93232
mazda.de,https://mazda.de/favicon-48x48.png,logos/mazda.de.png,f5b3025c5f83346c
daikinkuwait.com,https://daikinkuwait.com/etc.clientlibs/daikin/clientlibs/clientlib-internet-site/resources/images/app-icon/apple-touch-icon.png,logos/daikinkuwait.com.png,bf3fe0c8d0c2c6c4
bbraun.rs,https://bbraun.rs/etc.clientlibs/settings/wcm/designs/clientlibs/bbraun/bbraun.static/resources/img/favicon.ico,logos/bbraun.rs.png,bfa5b35284a5d84a
aamcosalemor.com,https://aamcosalemor.com/images/IconAAMCOnew.ico,logos/aamcosalemor.com.png,c1b16e4e313bd4e4
spitex-regionbirs.ch,https://spitex-regionbirs.ch/img/spitex2022/default/favicon.ico,logos/spitex-regionbirs.ch.png,91a7797364c346cc
mazda-autohaus-hansmann-kassel.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,logos/mazda-autohaus-hansmann-kassel.de.png,f572004d4f333d6c
einhell.ba,https://einhell.ba/_assets/369fecbaddba51f6af024f761a766400/Assets/favicons/favicon.png,logos/einhell.ba.png,cf3830c7cd9a9265
webster.nl,https://templates2020.webster.edu/_resources/images/favicons/apple-icon-57x57.png,logos/webster.nl.png,be1e81e1c89eb326
flashbay.ca,https://static.flashbay.ca/templates/images/favicon.ico,logos/flashbay.ca.png,cd3913391be32cb1
pingusenglish.com.tr,https://www.pingusenglish.com.tr/wp-content/themes/PingusThemeTurkey/img/icons/favicon.ico,logos/pingusenglish.com.tr.png,c2107d4f3d3b326c
compo.de,https://www.compo.de/dam/jcr:c912f64c-ed6f-4eb6-b5ef-b328cf2adcfa/apple-touch-icon-114x114.png,logos/compo.de.png,c0e5c53e96cd9a92
aamcowilliamsportpa.com,https://aamcowilliamsportpa.com/images/IconAAMCOnew.ico,logos/aamcowilliamsportpa.com.png,c1b16e4e313bd4e4
pkf-hk.com,https://pkf-hk.com/favicon.ico,logos/pkf-hk.com.png,95c94a2b2eb76874
linde-electronics.com,https://linde-electronics.com/favicon.ico,logos/linde-electronics.com.png,8c3972c68d39d366
besins-healthcare.se,https://besins-healthcare.se/favicon.png,logos/besins-healthcare.se.png,ab0af422d91bf433
subaru.jp,https://subaru.jp/apple-touch-icon.png,logos/subaru.jp.png,ec64929b316c6e87
renaultmerida.com.mx,https://renaultmerida.com.mx/favicon.ico,logos/renaultmerida.com.mx.png,9e3169a626ccdacc
cvjm-pfalz.de,https://www.cvjm-pfalz.de/favicon.ico,logos/cvjm-pfalz.de.png,94b5694b36bc274a
medef-alsace.com,https://medef-alsace.com/favicon.png,logos/medef-alsace.com.png,f5da5aca1ac94931
tbwa.co.za,https://tbwa.co.za/apple-icon-57x57.png,logos/tbwa.co.za.png,86b319cc4ed36e13
veolia.fr,https://veolia.fr/themes/custom/veo_site/src/assets/icons/favicon.ico,logos/veolia.fr.png,887617955ad67899
engie.pt,https://engie.pt/favicon.ico,logos/engie.pt.png,84e13b4f7b1ee0b0
subaru.nc,https://subaru.nc/favicon.ico?20250424133648,logos/subaru.nc.png,eec590384fc4783b
siebtechnik-tema.cn,https://www.siebtechnik-tema.cn/wp-content/themes/tema/assets/images/favicon.ico,logos/siebtechnik-tema.cn.png,8000000000000000
santillana.com.hn,https://www.santillana.com.hn/wp-content/uploads/sites/16/2024/10/cropped-1538077230_original-150x150.webp,logos/santillana.com.hn.png,ccb704483ba4ba7b
mazdabali.co.id,https://mazdabali.co.id/wp-content/uploads/2021/09/icon-150x150.png,logos/mazdabali.co.id.png,f5b642891ff660c8
rsmthailand.com,https://res.cloudinary.com/rsmglobal/image/fetch/t_default/f_auto/q_auto/https://www.rsm.global/thailand/profiles/rsm_global_platform/themes/rsm_global_platform_2022/images/favicons/favicon-32x32.png,logos/rsmthailand.com.png,e6383838383839ff
spitex-wiggertal.ch,https://spitex-wiggertal.ch/img/spitex2022/default/favicon.ico,logos/spitex-wiggertal.ch.png,91a7797364c346cc
aamcocatonsvillemd.com,https://aamcocatonsvillemd.com/images/IconAAMCOnew.ico,logos/aamcocatonsvillemd.com.png,c1b16e4e313bd4e4
strabag-pfs.com,https://strabag-pfs.com/site/strabag-company-locale/resourceCached/98/components/favicon/strabag-pfs/xapple-touch-icon.png.pagespeed.ic.HHaNst48Gb.png,logos/strabag-pfs.com.png,ae3245d951c4ba3e
autosecuritas-barlin.fr,https://autosecuritas-barlin.fr/public/img/showcase/favicons/apple-touch-icon.png,logos/autosecuritas-barlin.fr.png,edc69a31668c6963
aamco-councilbluffs.com,https://www.aamco-councilbluffs.com/wp-content/uploads/2018/11/cropped-AAMCO_favicon-192x192.png ,logos/aamco-councilbluffs.com.png,81b16e4c2b3bf4e4
meggle-bakery.com,https://cdn.meggle.com/app/themes/meggle/public/images/clover-icon-32.512bfc.png,logos/meggle-bakery.com.png,ab34940bcacb5bb4
nutriciababy.be,https://nutriciababy.be/content/dam/sn/local/bnl/consumer/sitecore-assets-migrated/nvj-favicon.ico,logos/nutriciababy.be.png,90694e273b9f319a
pcllawyersfrankston.com.au,https://www.pcllawyersfrankston.com.au/wp-content/uploads/2022/08/favicon.ico,logos/pcllawyersfrankston.com.au.png,ea57bfe0c442b18c
adra.org.pe,https://adra.org.pe/wp-content/uploads/2022/03/adra-fav-150x150.png,logos/adra.org.pe.png,946343947e4b7565
mazda-autohaus-sturne-rochlitz.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,logos/mazda-autohaus-sturne-rochlitz.de.png,f572004d4f333d6c
inductotherm.co.kr,https://inductotherm.co.kr/wp-content/uploads/sites/38/2019/06/cropped-inductotherm-icon-1-32x32.png,logos/inductotherm.co.kr.png,9a65649a646565db
renault.dk,https://renault.dk/-/jssmedia/Project/Hedin/Navigo/Renault/RenaultDkSite/favicon.ico,logos/renault.dk.png,9e93791967646646
culliganwi.com,https://culliganwi.com/images/favicons/favicon.ico,logos/culliganwi.com.png,d3990c6673928e6d
mazda-autohaus-blank-dinkelsbuehl.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,logos/mazda-autohaus-blank-dinkelsbuehl.de.png,f572004d4f333d6c
veolia.ca,https://veolia.ca/themes/custom/veo_site/src/assets/icons/favicon.ico,logos/veolia.ca.png,887617955ad67899
vitalimages.com,https://www.mi.medical.canon/favicon.ico,logos/vitalimages.com.png,eb8794706b8f9470
amnesty.is,https://amnesty.is/favicons/apple-touch-icon.png,logos/amnesty.is.png,e6868e2cc9339b63
meggle.co.jp,https://cdn.meggle.com/app/themes/meggle/public/images/clover-icon-32.512bfc.png,logos/meggle.co.jp.png,ab34940bcacb5bb4
engie.cl,https://www.engie.cl/wp-content/uploads/2022/07/cropped-cropped-engie-ico-300x300-1-32x32.png,logos/engie.cl.png,90476fb8b147c09f
linde.pe,https://assets.linde.com/-/media/shared/favicon/apple-touch-icon-64x64.png,logos/linde.pe.png,8c3933c6cc39b3c6
narscosmetics.es,https://www.narscosmetics.es/fstrz/r/s/www.narscosmetics.es/on/demandware.static/Sites-nars_es-Site/-/default/dwe83b72b9/images/favicon.ico,logos/narscosmetics.es.png,b6e4799e46532515
kia-gorny-eislingen.de,https://kia-gorny-eislingen.de/etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/rbr-fav.ico,logos/kia-gorny-eislingen.de.png,b2d2cd2d12d2e52d
ikea.com.hk,https://ikea.com.hk/webroot/img/favicon_16px.png,logos/ikea.com.hk.png,c414bbfb44ac1755
mazda-autohaus-becker-homburg-bruchhof.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,logos/mazda-autohaus-becker-homburg-bruchhof.de.png,f572004d4f333d6c
catsprotectionshop.co.uk,https://catsprotectionshop.co.uk/Favicon.ico,logos/catsprotectionshop.co.uk.png,fb81bc32e5d4914a
culliganheartland.com,https://culliganheartland.com/images/favicons/favicon.ico,logos/culliganheartland.com.png,d3990c6673928e6d
daikin-ksa.com,https://daikin-ksa.com/etc.clientlibs/daikin/clientlibs/clientlib-internet-site/resources/images/app-icon/apple-touch-icon.png,logos/daikin-ksa.com.png,bf3fe0c8d0c2c6c4
culligantotalwater.com,https://culligantotalwater.com/images/favicons/favicon.ico,logos/culligantotalwater.com.png,d3990c6673928e6d
ecslupsk.pl,https://ecslupsk.pl/img/favicon.png,logos/ecslupsk.pl.png,ae4bf0b5874a988d
bakertilly.ci,https://bakertilly.ci/apple-touch-icon.png,logos/bakertilly.ci.png,eb96946893234e6d
actemium.ch,https://actemium.ch/app/themes/actemium/resources/assets/images/favicons/apple-touch-icon.png,logos/actemium.ch.png,fb9c8562da8f2194
bakertilly.ky,https://bakertilly.ky/apple-touch-icon.png,logos/bakertilly.ky.png,eb96946893234e6d
chip.pl,https://www.chip.pl/favicons/apple-touch-icon.png?v=02,logos/chip.pl.png,c1391ec66b39246f
grantthornton.com.sv,https://grantthornton.com.sv/dist/images/grantthornton_logo-57x57.png,logos/grantthornton.com.sv.png,fb90a48b9d7085ce
vkf-renzel.com.tr,https://www.vkf-renzel.com.tr/out/ra-theme/img/favicons/apple-touch-icon.png,logos/vkf-renzel.com.tr.png,bc61c39691d97067
fleishmanhillard.cn,https://fleishmanhillard.cn/wp-content/themes/fleishmanhillard-sites/images/fh-mark.png,logos/fleishmanhillard.cn.png,ff8a0083829f8ed7
bauder.at,https://bauder.at/favicon.ico,logos/bauder.at.png,f0d58795f02a7878
renaulttersa.com.mx,https://renaulttersa.com.mx/wp-content/uploads/2023/06/favicon-renault-min-150x150.png,logos/renaulttersa.com.mx.png,c3992c9930ee33e6
zktecoma.com,https://zktecoma.com/wp-content/uploads/2021/01/cropped-favicon-32x32-1-32x32.png,logos/zktecoma.com.png,995a66ad995252ad
aamcotulsa-memorial.com,https://aamcotulsa-memorial.com/images/IconAAMCOnew.ico,logos/aamcotulsa-memorial.com.png,c1b16e4e313bd4e4
urmet.com.br,https://urmet.com.br/uploads/smoke-detector--1-.png,logos/urmet.com.br.png,c5b4b3ec3a93c514
toysrus.com.sg,https://toysrus.com.sg/on/demandware.static/Sites-ToysRUs_SG-Site/-/default/dwb576c8c4/images/favicon/favicon-tru-16.png,logos/toysrus.com.sg.png,968c69d93c63c39c
aamcopasadenatx.com,https://aamcopasadenatx.com/images/IconAAMCOnew.ico,logos/aamcopasadenatx.com.png,c1b16e4e313bd4e4
manpowergroup.no,https://www.manpowergroup.no/hubfs/ManpowerGroup%20favicon.png,logos/manpowergroup.no.png,95ad3b66794460f4
mapfre.pr,https://mapfre.pr/media/favicon.png,logos/mapfre.pr.png,953d4ac27dcc7071
modshair-nuernberg.de,https://www.modshair-nuernberg.de/wp-content/uploads/2023/02/64.png,logos/modshair-nuernberg.de.png,e5cb9ecc8e448ec4
crif.pl,https://crif.pl/assets/images/favicon.ico,logos/crif.pl.png,95276ad8c51ab565
mazda-autohaus-sturne-grimma.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,logos/mazda-autohaus-sturne-grimma.de.png,f572004d4f333d6c
panpuri.fr,https://panpuri.fr/wp-content/themes/panpuri/assets/img/favicon/favicon.ico,logos/panpuri.fr.png,802a0aa028822082
mazda-autohaus-fenzl-hauzenberg.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,logos/mazda-autohaus-fenzl-hauzenberg.de.png,f572004d4f333d6c
algordanza.com.au,https://www.algordanza.com.au/wp-content/uploads/2019/09/cropped-favicon-32x32.png,logos/algordanza.com.au.png,bf2ec4f0b0889b93
honda-pirola.com,https://www.honda-pirola.com/images/favicons/favicon.ico,logos/honda-pirola.com.png,fa81856eaa1d59a3
rotaryclubofessex.com,https://rotaryclubofessex.com/wp-content/uploads/2015/12/cropped-Rotary_icon-32x32.png,logos/rotaryclubofessex.com.png,c55b44b55a1e794c
carglass.rs,https://carglass.rs/fav/apple-touch-icon.png,logos/carglass.rs.png,c70f38f0c70f38f0
nutricia.nl,https://nutricia.nl/content/dam/sn/local/bnl/sn-hcp/website-assets/nutricia_favicon.ico,logos/nutricia.nl.png,ff801f7e60a18596
toofacedcosmetics.jp,https://toofacedcosmetics.jp/media/export/cms/site_down/favicon.ico,logos/toofacedcosmetics.jp.png,af78908d99b3c48d
linexaus.com.au,https://www.linexaus.com.au/wp-content/uploads/2020/05/cropped-Favicon-32x32.png,logos/linexaus.com.au.png,94b44b4b7ad62c3c
seasonsrehab.in,https://seasonsrehab.in/wp-content/uploads/2024/12/cropped-Favicon-Seasons-Rehab-2-32x32.png,logos/seasonsrehab.in.png,84e37a5e659896a5
berlitz-dublin.ie,https://berlitz-dublin.ie/wp-content/uploads/2024/10/gen.jpg,logos/berlitz-dublin.ie.png,dfd3cf0cd2a0b4c0
julis-nuernberg.de,https://julis-mfr.de/wp-content/themes/julis-mfr-website-changes/favicons/apple-icon-57x57.png,logos/julis-nuernberg.de.png,93923c65c96f6139
daikincareers.com,https://static.talentnetwork.vn/talentnetwork/source/favicon_daikin.ico?t=1,logos/daikincareers.com.png,d590bd75ac39832a
pkf.co.in,https://www.pkf.co.in/wp-content/uploads/2024/10/favicon-colour.png,logos/pkf.co.in.png,b1ac646d85d3e334
affidea.pt,https://affidea.pt/wp-content/themes/affidea/assets/img/favicon.png,logos/affidea.pt.png,d45a2ba57fa47884
daikintexastechnologypark.com,https://daikintexastechnologypark.com/files/2019-09/favicon.png,logos/daikintexastechnologypark.com.png,d4851d316ff8b1a1
rubiomonocoat.com.au,https://rubiomonocoat.com.au/wp-content/uploads/2020/05/rubio-monocoat-favicon_de0ddd67-d029-4480-ba30-29b767a7c012_180x180.png,logos/rubiomonocoat.com.au.png,844679f93366ec1c
mitsubishi-motors.com.om,https://mitsubishi-motors.com.om/favicon.ico,logos/mitsubishi-motors.com.om.png,e4b2c36c9829be8b
mazda-autohaus-tabbouch-speyer.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,logos/mazda-autohaus-tabbouch-speyer.de.png,f572004d4f333d6c
kumonla.com,https://kumonla.com/favicon.ico,logos/kumonla.com.png,be34c94c93d9e622
infiniti-bahrain.com,https://libs-europe.infiniti-cdn.net/etc/designs/infiniti_next_v4/25.04.30.NISSAN-12/common-assets/img/favicon/favicon.png,logos/infiniti-bahrain.com.png,c8e3ad3c17974a68
linde-gas.nl,https://shop.pangas.ch/wcsstore/NL_RES_Industrial_Gas_Store/Assets/apple-touch-icon.png,logos/linde-gas.nl.png,cee1389ea584f0e9
aamcofeastervillepa.com,https://aamcofeastervillepa.com/images/IconAAMCOnew.ico,logos/aamcofeastervillepa.com.png,c1b16e4e313bd4e4
engie.de,https://engie.de/apple-touch-icon-57x57.png?v=engielogo,logos/engie.de.png,bc83c33ccc6196ce
scte-prod.herokuapp.com,https://scte-prod.herokuapp.com/favicon.ico,logos/scte-prod.herokuapp.com.png,b1d40e2bf19c8e63
spie.lu,https://spie.lu/img/logo-spie.png,logos/spie.lu.png,ede4903b93dc2d42
mazda-autohaus-haese-erkrath-hochdahl.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,logos/mazda-autohaus-haese-erkrath-hochdahl.de.png,f572004d4f333d6c
intersport-arc1950.com,https://intersport-arc1950.com/favicons/apple-touch-icon-57x57.png,logos/intersport-arc1950.com.png,b84e87b1664f38cc
savethechildren.it,https://savethechildren.it/themes/custom/stc/favicon/favicon.ico,logos/savethechildren.it.png,9c2d415e1fc27d70
misterwhat.nl,https://s3-eu-west-1.amazonaws.com/cdn.misterwhat.com/apple-touch-icon.png,logos/misterwhat.nl.png,f19d8a749ce2c199
saint-gobain.ru,https://saint-gobain.ru/favicon.ico,logos/saint-gobain.ru.png,8000000000000000
ikea.es,https://www.ikea.es/images/favicon.ico,logos/ikea.es.png,d02a2fc5fa3a85c5
daikin.com.vn,https://daikin.com.vn/favicon.ico,logos/daikin.com.vn.png,d5853de029f803f6
nobleprog.co.th,https://nobleprog.co.th/favicon.png,logos/nobleprog.co.th.png,c3263d592cf92cd1
aamcowintervillenc.com,https://www.aamcowintervillenc.com/wp-content/uploads/2018/11/cropped-AAMCO_favicon-192x192.png ,logos/aamcowintervillenc.com.png,81b16e4c2b3bf4e4
spitexaadorf.ch,https://spitexaadorf.ch/media/images/favicons/favicon.ico,logos/spitexaadorf.ch.png,95952d7a466d4b0e
veolia.in,https://veolia.in/themes/custom/veo_site/src/assets/icons/favicon.ico,logos/veolia.in.png,887617955ad67899
wurth.ua,https://wurth.ua/themes/demo/assets/images/favicon.png,logos/wurth.ua.png,fb5f897a85a06621
einhell.hr,https://einhell.hr/_assets/369fecbaddba51f6af024f761a766400/Assets/favicons/favicon.png,logos/einhell.hr.png,cf3830c7cd9a9265
aamco-newbraunfels.com,https://www.aamco-newbraunfels.com/wp-content/uploads/2018/11/cropped-AAMCO_favicon-192x192.png ,logos/aamco-newbraunfels.com.png,81b16e4c2b3bf4e4
fmc-mexico.com,https://fmc-mexico.com/wp-content/themes/fmcna-mexico/images/ico/favicon.ico,logos/fmc-mexico.com.png,ccb33d4b324c5bc8
mitsubishielectric.cz,https://www.mitsubishielectric.cz/static/img/favicon/apple-touch-icon.png,logos/mitsubishielectric.cz.png,efc690096b6e9495
renaultsancosme.com.mx,https://renaultsancosme.com.mx/favicon.ico,logos/renaultsancosme.com.mx.png,9e3169a626ccdacc
mazda-autohaus-kilger-regen.de,https://www.assets.mazda-autohaus.de/assets/img/favicons/apple-icon.png,logos/mazda-autohaus-kilger-regen.de.png,f572004d4f333d6c
toupret.ch,https://toupret.ch/favicon.ico,logos/toupret.ch.png,86e1795e57956158
